workload_type,block_size,journal_modes,io_schedulers,read_ahead_sizes,barriers,noatime_options,commit_intervals,io_engines,mean_latency,bandwidth,iops
write,2048,writeback,bfq,128,off,noatime,5,sync,48.78156422,40529,20264.68769
randread,2048,writeback,bfq,128,off,noatime,5,sync,23.79339785,68107,34053.5204
randwrite,2048,writeback,bfq,128,off,noatime,5,sync,61.58122832,32035,16017.59746
rw,2048,writeback,bfq,128,off,noatime,5,sync,43.09424529,31897,15948.99951
randrw,2048,writeback,bfq,128,off,noatime,5,sync,80.30245392,14292,7146.184124
read,2048,writeback,bfq,128,off,noatime,5,libaio,31.571367,258779,129389.9309
write,2048,writeback,bfq,128,off,noatime,5,libaio,645.8676005,48680,24340.20427
randread,2048,writeback,bfq,128,off,noatime,5,libaio,431.1559039,61899,30949.70484
randwrite,2048,writeback,bfq,128,off,noatime,5,libaio,1119.307994,28367,14183.74635
rw,2048,writeback,bfq,128,off,noatime,5,libaio,140.3511105,108660,54330.00831
randrw,2048,writeback,bfq,128,off,noatime,5,libaio,1266.113719,12234,6117.465369
read,2048,writeback,bfq,128,off,noatime,30,sync,1.106879669,292245,146122.631
write,2048,writeback,bfq,128,off,noatime,30,sync,39.85438952,49489,24744.5724
randread,2048,writeback,bfq,128,off,noatime,30,sync,22.13584474,71060,35530.49607
randwrite,2048,writeback,bfq,128,off,noatime,30,sync,60.14627951,32809,16404.50563
rw,2048,writeback,bfq,128,off,noatime,30,sync,4.846570939,206832,103416.1392
randrw,2048,writeback,bfq,128,off,noatime,30,sync,83.23666224,14239,7119.716776
read,2048,writeback,bfq,128,off,noatime,30,libaio,31.86392248,267767,133883.5546
write,2048,writeback,bfq,128,off,noatime,30,libaio,754.7114749,42010,21005.12821
randread,2048,writeback,bfq,128,off,noatime,30,libaio,332.045073,76807,38403.75037
randwrite,2048,writeback,bfq,128,off,noatime,30,libaio,1221.492272,26024,13012.21086
rw,2048,writeback,bfq,128,off,noatime,30,libaio,153.4835539,99708,49854.30969
randrw,2048,writeback,bfq,128,off,noatime,30,libaio,1452.927485,10812,5406.485235
read,2048,writeback,bfq,128,off,atime,5,sync,1.19113784,285559,142779.9564
write,2048,writeback,bfq,128,off,atime,5,sync,38.44246524,51180,25590.00391
randread,2048,writeback,bfq,128,off,atime,5,sync,28.46260205,58895,29447.76455
randwrite,2048,writeback,bfq,128,off,atime,5,sync,89.65055463,22077,11038.57167
rw,2048,writeback,bfq,128,off,atime,5,sync,6.791964687,95484,47742.14755
randrw,2048,writeback,bfq,128,off,atime,5,sync,94.6234101,12600,6300.269906
read,2048,writeback,bfq,128,off,atime,5,libaio,29.51202374,269695,134847.7366
write,2048,writeback,bfq,128,off,atime,5,libaio,653.3112425,48073,24036.67706
randread,2048,writeback,bfq,128,off,atime,5,libaio,363.7586934,71448,35724.17553
randwrite,2048,writeback,bfq,128,off,atime,5,libaio,1392.718503,22872,11436.34936
rw,2048,writeback,bfq,128,off,atime,5,libaio,100.5502479,86510,43255.45996
randrw,2048,writeback,bfq,128,off,atime,5,libaio,1195.015676,13112,6556.224295
read,2048,writeback,bfq,128,off,atime,30,sync,1.217051003,291271,145635.5556
write,2048,writeback,bfq,128,off,atime,30,sync,47.76148877,41412,20706.47709
randread,2048,writeback,bfq,128,off,atime,30,sync,19.8210756,77718,38859.17581
randwrite,2048,writeback,bfq,128,off,atime,30,sync,70.66291113,27917,13958.67945
rw,2048,writeback,bfq,128,off,atime,30,sync,5.863719977,174523,87261.68224
randrw,2048,writeback,bfq,128,off,atime,30,sync,89.90251314,13084,6542.442442
read,2048,writeback,bfq,128,off,atime,30,libaio,33.79914555,72375,36187.74158
write,2048,writeback,bfq,128,off,atime,30,libaio,871.0761156,36267,18133.92363
randread,2048,writeback,bfq,128,off,atime,30,libaio,419.736179,63258,31629.34363
randwrite,2048,writeback,bfq,128,off,atime,30,libaio,1496.936485,21257,10628.6085
rw,2048,writeback,bfq,128,off,atime,30,libaio,78.75406027,95275,47637.7551
randrw,2048,writeback,bfq,128,off,atime,30,libaio,1272.533505,11309,5654.871085
read,2048,writeback,bfq,256,on,noatime,5,sync,1.290602036,390095,195047.619
write,2048,writeback,bfq,256,on,noatime,5,sync,41.65186362,47326,23663.47716
randread,2048,writeback,bfq,256,on,noatime,5,sync,20.49148147,76182,38091.25254
randwrite,2048,writeback,bfq,256,on,noatime,5,sync,60.41795696,32617,16308.57285
rw,2048,writeback,bfq,256,on,noatime,5,sync,6.357860662,96328,48164.33309
randrw,2048,writeback,bfq,256,on,noatime,5,sync,81.94437447,14370,7185.466139
read,2048,writeback,bfq,256,on,noatime,5,libaio,28.85331086,140861,70430.9511
write,2048,writeback,bfq,256,on,noatime,5,libaio,814.4985577,38732,19366.43026
randread,2048,writeback,bfq,256,on,noatime,5,libaio,355.300568,73142,36571.42857
randwrite,2048,writeback,bfq,256,on,noatime,5,libaio,709.1269937,44536,22268.43357
rw,2048,writeback,bfq,256,on,noatime,5,libaio,75.61104347,193943,96971.81009
randrw,2048,writeback,bfq,256,on,noatime,5,libaio,1212.221877,12839,6419.703369
read,2048,writeback,bfq,256,on,noatime,30,sync,1.143120079,294543,147271.9101
write,2048,writeback,bfq,256,on,noatime,30,sync,48.13699706,41075,20537.76246
randread,2048,writeback,bfq,256,on,noatime,30,sync,21.84302661,72575,36287.92913
randwrite,2048,writeback,bfq,256,on,noatime,30,sync,70.65928223,27947,13973.56077
rw,2048,writeback,bfq,256,on,noatime,30,sync,7.63944173,159997,79998.77601
randrw,2048,writeback,bfq,256,on,noatime,30,sync,82.29111004,14532,7266.14786
read,2048,writeback,bfq,256,on,noatime,30,libaio,31.1377958,254261,127130.9408
write,2048,writeback,bfq,256,on,noatime,30,libaio,876.8364506,36028,18014.29357
randread,2048,writeback,bfq,256,on,noatime,30,libaio,336.9220481,75917,37958.87634
randwrite,2048,writeback,bfq,256,on,noatime,30,libaio,868.6230419,36515,18257.69606
rw,2048,writeback,bfq,256,on,noatime,30,libaio,494.7757561,30001,15000.91806
randrw,2048,writeback,bfq,256,on,noatime,30,libaio,1105.931031,14010,7005.251876
read,2048,writeback,bfq,256,on,atime,5,sync,1.262167305,291271,145635.5556
write,2048,writeback,bfq,256,on,atime,5,sync,30.95770271,63442,31721.20039
randread,2048,writeback,bfq,256,on,atime,5,sync,14.77237786,96803,48401.77253
randwrite,2048,writeback,bfq,256,on,atime,5,sync,53.83640839,36510,18255.1532
rw,2048,writeback,bfq,256,on,atime,5,sync,22.86352352,43098,21549.29113
randrw,2048,writeback,bfq,256,on,atime,5,sync,91.73389423,13656,6828.144588
read,2048,writeback,bfq,256,on,atime,5,libaio,28.59806911,274784,137392.0335
write,2048,writeback,bfq,256,on,atime,5,libaio,888.7637587,35607,17803.85765
randread,2048,writeback,bfq,256,on,atime,5,libaio,371.1392049,84562,42281.29032
randwrite,2048,writeback,bfq,256,on,atime,5,libaio,949.3111757,33449,16724.76713
rw,2048,writeback,bfq,256,on,atime,5,libaio,80.33950694,56932,28466.46342
randrw,2048,writeback,bfq,256,on,atime,5,libaio,1544.243196,10351,5175.720621
read,2048,writeback,bfq,256,on,atime,30,sync,1.315430336,292898,146449.162
write,2048,writeback,bfq,256,on,atime,30,sync,52.07341308,37909,18954.73608
randread,2048,writeback,bfq,256,on,atime,30,sync,20.42309161,75112,37556.44699
randwrite,2048,writeback,bfq,256,on,atime,30,sync,78.5592656,25177,12588.55167
rw,2048,writeback,bfq,256,on,atime,30,sync,15.07654386,41590,20795.10022
randrw,2048,writeback,bfq,256,on,atime,30,sync,100.3302492,11878,5939.027715
read,2048,writeback,bfq,256,on,atime,30,libaio,27.49644473,286496,143248.0874
write,2048,writeback,bfq,256,on,atime,30,libaio,718.7956971,44080,22040.02018
randread,2048,writeback,bfq,256,on,atime,30,libaio,327.9408875,77856,38928.42293
randwrite,2048,writeback,bfq,256,on,atime,30,libaio,1117.119988,28419,14209.88725
rw,2048,writeback,bfq,256,on,atime,30,libaio,69.94984373,100320,50160.39908
randrw,2048,writeback,bfq,256,on,atime,30,libaio,1064.433469,14564,7282.339833
read,2048,writeback,bfq,256,off,noatime,5,sync,1.194415062,702798,351399.4638
write,2048,writeback,bfq,256,off,noatime,5,sync,48.18529902,41024,20512.05008
randread,2048,writeback,bfq,256,off,noatime,5,sync,21.615453,73000,36500.13924
randwrite,2048,writeback,bfq,256,off,noatime,5,sync,66.7598839,29570,14785.33559
rw,2048,writeback,bfq,256,off,noatime,5,sync,9.487262963,50006,25003.443
randrw,2048,writeback,bfq,256,off,noatime,5,sync,76.98362613,14949,7474.725526
read,2048,writeback,bfq,256,off,noatime,5,libaio,31.12662949,845625,422812.9032
write,2048,writeback,bfq,256,off,noatime,5,libaio,917.2175372,34506,17253.12623
randread,2048,writeback,bfq,256,off,noatime,5,libaio,286.9393853,86345,43172.59552
randwrite,2048,writeback,bfq,256,off,noatime,5,libaio,1288.884038,24704,12352.46442
rw,2048,writeback,bfq,256,off,noatime,5,libaio,76.42740377,33068,16534.02479
randrw,2048,writeback,bfq,256,off,noatime,5,libaio,1457.58809,10746,5373.15028
read,2048,writeback,bfq,256,off,noatime,30,sync,1.437910744,974513,487256.5056
write,2048,writeback,bfq,256,off,noatime,30,sync,45.14366369,43697,21848.97483
randread,2048,writeback,bfq,256,off,noatime,30,sync,23.448058,68858,34429.20935
randwrite,2048,writeback,bfq,256,off,noatime,30,sync,76.73855649,25738,12869.12126
rw,2048,writeback,bfq,256,off,noatime,30,sync,8.731300158,145890,72945.3125
randrw,2048,writeback,bfq,256,off,noatime,30,sync,92.35047525,11923,5961.780535
read,2048,writeback,bfq,256,off,noatime,30,libaio,25.66348687,302357,151178.7774
write,2048,writeback,bfq,256,off,noatime,30,libaio,661.2007639,47567,23783.70532
randread,2048,writeback,bfq,256,off,noatime,30,libaio,364.9349589,72295,36147.82129
randwrite,2048,writeback,bfq,256,off,noatime,30,libaio,902.1999687,35130,17565.264
rw,2048,writeback,bfq,256,off,noatime,30,libaio,73.81945063,198358,99179.05918
randrw,2048,writeback,bfq,256,off,noatime,30,libaio,1274.939662,12221,6110.602094
read,2048,writeback,bfq,256,off,atime,5,sync,1.438569801,284939,142469.5652
write,2048,writeback,bfq,256,off,atime,5,sync,61.68805173,32121,16060.77687
randread,2048,writeback,bfq,256,off,atime,5,sync,22.12245134,71428,35714.44142
randwrite,2048,writeback,bfq,256,off,atime,5,sync,67.70780968,29178,14589.49243
rw,2048,writeback,bfq,256,off,atime,5,sync,5.734181521,179065,89532.87671
randrw,2048,writeback,bfq,256,off,atime,5,sync,88.20944638,13538,6769.445883
read,2048,writeback,bfq,256,off,atime,5,libaio,32.12751671,259291,129645.8952
write,2048,writeback,bfq,256,off,atime,5,libaio,770.2996045,40985,20492.80801
randread,2048,writeback,bfq,256,off,atime,5,libaio,367.2868016,72255,36127.89416
randwrite,2048,writeback,bfq,256,off,atime,5,libaio,1180.694618,26900,13450.17958
rw,2048,writeback,bfq,256,off,atime,5,libaio,173.8470564,89840,44920.27491
randrw,2048,writeback,bfq,256,off,atime,5,libaio,1117.980576,13973,6986.531267
read,2048,writeback,bfq,256,off,atime,30,sync,1.213522133,288387,144193.6194
write,2048,writeback,bfq,256,off,atime,30,sync,51.36112799,38477,19238.5146
randread,2048,writeback,bfq,256,off,atime,30,sync,23.79397897,68053,34026.99896
randwrite,2048,writeback,bfq,256,off,atime,30,sync,64.93679672,30400,15200.27833
rw,2048,writeback,bfq,256,off,atime,30,sync,7.338546245,117446,58723.27044
randrw,2048,writeback,bfq,256,off,atime,30,sync,105.0607322,11475,5737.775437
read,2048,writeback,bfq,256,off,atime,30,libaio,34.35238701,268865,134432.8205
write,2048,writeback,bfq,256,off,atime,30,libaio,803.5736431,39479,19739.75904
randread,2048,writeback,bfq,256,off,atime,30,libaio,359.1920347,70907,35453.61104
randwrite,2048,writeback,bfq,256,off,atime,30,libaio,1212.048391,26206,13103.26902
rw,2048,writeback,bfq,256,off,atime,30,libaio,557.0738326,25051,12525.68034
randrw,2048,writeback,bfq,256,off,atime,30,libaio,1433.065996,8943,4471.743295
read,2048,writeback,bfq,512,on,noatime,5,sync,1.371449097,302009,151004.6083
write,2048,writeback,bfq,512,on,noatime,5,sync,46.4611152,42466,21233.11194
randread,2048,writeback,bfq,512,on,noatime,5,sync,17.62126343,85920,42960.34087
randwrite,2048,writeback,bfq,512,on,noatime,5,sync,69.97609972,28196,14098.31128
rw,2048,writeback,bfq,512,on,noatime,5,sync,5.098209688,100629,50314.85758
randrw,2048,writeback,bfq,512,on,noatime,5,sync,103.4321661,11579,5789.618212
read,2048,writeback,bfq,512,on,noatime,5,libaio,28.48736617,289661,144830.9392
write,2048,writeback,bfq,512,on,noatime,5,libaio,387.0398087,81259,40629.88221
randread,2048,writeback,bfq,512,on,noatime,5,libaio,385.5079358,67965,33982.88826
randwrite,2048,writeback,bfq,512,on,noatime,5,libaio,970.7240398,32661,16330.9245
rw,2048,writeback,bfq,512,on,noatime,5,libaio,473.1318693,28735,14367.77314
randrw,2048,writeback,bfq,512,on,noatime,5,libaio,1385.658322,10587,5293.941358
read,2048,writeback,bfq,512,on,noatime,30,sync,1.344373589,294213,147106.6218
write,2048,writeback,bfq,512,on,noatime,30,sync,50.16519272,39432,19716.00481
randread,2048,writeback,bfq,512,on,noatime,30,sync,18.18787817,82331,41165.82915
randwrite,2048,writeback,bfq,512,on,noatime,30,sync,61.54936548,32000,16000
rw,2048,writeback,bfq,512,on,noatime,30,sync,5.125358543,101489,50744.56522
randrw,2048,writeback,bfq,512,on,noatime,30,sync,101.1050031,11775,5887.667778
read,2048,writeback,bfq,512,on,noatime,30,libaio,29.82173583,845625,422812.9032
write,2048,writeback,bfq,512,on,noatime,30,libaio,859.3972114,36730,18365.13941
randread,2048,writeback,bfq,512,on,noatime,30,libaio,328.8743689,77214,38607.36377
randwrite,2048,writeback,bfq,512,on,noatime,30,libaio,1034.770356,30692,15346.21239
rw,2048,writeback,bfq,512,on,noatime,30,libaio,254.1197532,61283,30641.81903
randrw,2048,writeback,bfq,512,on,noatime,30,libaio,1154.724853,13512,6756.150507
read,2048,writeback,bfq,512,on,atime,5,sync,1.284165192,289661,144830.9392
write,2048,writeback,bfq,512,on,atime,5,sync,38.5363518,51150,25575.02439
randread,2048,writeback,bfq,512,on,atime,5,sync,20.80958064,76027,38013.92111
randwrite,2048,writeback,bfq,512,on,atime,5,sync,80.79446372,24444,12222.30511
rw,2048,writeback,bfq,512,on,atime,5,sync,35.60843315,39078,19539.31241
randrw,2048,writeback,bfq,512,on,atime,5,sync,86.2306455,13841,6920.690385
read,2048,writeback,bfq,512,on,atime,5,libaio,33.96133581,269141,134570.8419
write,2048,writeback,bfq,512,on,atime,5,libaio,767.4514453,41127,20563.53938
randread,2048,writeback,bfq,512,on,atime,5,libaio,365.4232742,71060,35530.49607
randwrite,2048,writeback,bfq,512,on,atime,5,libaio,1136.868917,27917,13958.67945
rw,2048,writeback,bfq,512,on,atime,5,libaio,79.05828825,187007,93503.57654
randrw,2048,writeback,bfq,512,on,atime,5,libaio,1126.283406,13822,6911.176906
read,2048,writeback,bfq,512,on,atime,30,sync,1.277690887,294213,147106.6218
write,2048,writeback,bfq,512,on,atime,30,sync,69.74231993,28425,14212.96899
randread,2048,writeback,bfq,512,on,atime,30,sync,22.99588379,70167,35083.51178
randwrite,2048,writeback,bfq,512,on,atime,30,sync,63.68932284,30916,15458.4267
rw,2048,writeback,bfq,512,on,atime,30,sync,5.401085023,195685,97842.81437
randrw,2048,writeback,bfq,512,on,atime,30,sync,84.90277775,13940,6970.139704
read,2048,writeback,bfq,512,on,atime,30,libaio,32.38328172,271933,135966.805
write,2048,writeback,bfq,512,on,atime,30,libaio,779.6427581,40473,20236.52926
randread,2048,writeback,bfq,512,on,atime,30,libaio,329.8274001,94636,47318.41155
randwrite,2048,writeback,bfq,512,on,atime,30,libaio,1005.97415,31538,15769.00866
rw,2048,writeback,bfq,512,on,atime,30,libaio,95.19861901,89349,44674.64115
randrw,2048,writeback,bfq,512,on,atime,30,libaio,1000.652192,15356,7678.453947
read,2048,writeback,bfq,512,off,noatime,5,sync,1.388819977,985503,492751.8797
write,2048,writeback,bfq,512,off,noatime,5,sync,49.95091963,39610,19805.37927
randread,2048,writeback,bfq,512,off,noatime,5,sync,23.32445408,68768,34384.05037
randwrite,2048,writeback,bfq,512,off,noatime,5,sync,56.67876494,34707,17353.63432
rw,2048,writeback,bfq,512,off,noatime,5,sync,5.31235761,204246,102123.4375
randrw,2048,writeback,bfq,512,off,noatime,5,sync,83.80036806,13863,6931.700074
read,2048,writeback,bfq,512,off,noatime,5,libaio,30.52570943,274784,137392.0335
write,2048,writeback,bfq,512,off,noatime,5,libaio,816.0554614,38738,19369.29215
randread,2048,writeback,bfq,512,off,noatime,5,libaio,468.0061908,58215,29107.70597
randwrite,2048,writeback,bfq,512,off,noatime,5,libaio,1052.171547,30197,15098.72135
rw,2048,writeback,bfq,512,off,noatime,5,libaio,473.6449023,33620,16810.44239
randrw,2048,writeback,bfq,512,off,noatime,5,libaio,1190.040599,13138,6569.40396
read,2048,writeback,bfq,512,off,noatime,30,sync,1.27532122,300623,150311.9266
write,2048,writeback,bfq,512,off,noatime,30,sync,47.19642207,41782,20891.29742
randread,2048,writeback,bfq,512,off,noatime,30,sync,14.87187844,96946,48473.37278
randwrite,2048,writeback,bfq,512,off,noatime,30,sync,64.0920827,30800,15400.30549
rw,2048,writeback,bfq,512,off,noatime,30,sync,20.11422242,66085,33042.9727
randrw,2048,writeback,bfq,512,off,noatime,30,sync,89.92851119,10398,5199.188609
read,2048,writeback,bfq,512,off,noatime,30,libaio,26.61245488,285871,142935.6598
write,2048,writeback,bfq,512,off,noatime,30,libaio,701.9517722,45150,22575.26697
randread,2048,writeback,bfq,512,off,noatime,30,libaio,359.3027149,71918,35959.39643
randwrite,2048,writeback,bfq,512,off,noatime,30,libaio,1179.194078,26975,13487.54888
rw,2048,writeback,bfq,512,off,noatime,30,libaio,215.0246559,73643,36821.97183
randrw,2048,writeback,bfq,512,off,noatime,30,libaio,1155.788932,13380,6690.449381
read,2048,writeback,bfq,512,off,atime,5,sync,1.214952934,99902,49951.21951
write,2048,writeback,bfq,512,off,atime,5,sync,46.2572387,42638,21319.45348
randread,2048,writeback,bfq,512,off,atime,5,sync,21.03408302,75307,37653.54783
randwrite,2048,writeback,bfq,512,off,atime,5,sync,65.18290711,30249,15124.85576
rw,2048,writeback,bfq,512,off,atime,5,sync,10.33962515,119159,59579.76299
randrw,2048,writeback,bfq,512,off,atime,5,sync,84.70974761,13873,6936.849926
read,2048,writeback,bfq,512,off,atime,5,libaio,35.90365054,261099,130549.8008
write,2048,writeback,bfq,512,off,atime,5,libaio,745.1926123,42418,21209.06149
randread,2048,writeback,bfq,512,off,atime,5,libaio,375.202722,69350,34675.13228
randwrite,2048,writeback,bfq,512,off,atime,5,libaio,1084.232584,29293,14646.55269
rw,2048,writeback,bfq,512,off,atime,5,libaio,77.82226356,188083,94041.72662
randrw,2048,writeback,bfq,512,off,atime,5,libaio,1112.833632,13889,6944.958028
read,2048,writeback,bfq,512,off,atime,30,sync,1.318864403,286496,143248.0874
write,2048,writeback,bfq,512,off,atime,30,sync,44.82440103,43991,21995.63685
randread,2048,writeback,bfq,512,off,atime,30,sync,23.35571479,69185,34592.76854
randwrite,2048,writeback,bfq,512,off,atime,30,sync,74.28535167,26583,13291.95822
rw,2048,writeback,bfq,512,off,atime,30,sync,5.326197402,197459,98729.60725
