workload_type,block_size,journal_modes,io_schedulers,read_ahead_sizes,barriers,noatime_options,commit_intervals,io_engines,mean_latency,bandwidth,iops
randrw,1024,data,kyber,512,on,atime,5,libaio,4781.622796,876,876.690096
read,1024,data,kyber,512,on,atime,30,sync,9.105244438,53542,53542.48366
write,1024,data,kyber,512,on,atime,30,sync,462.4398403,2154,2154.797133
randread,1024,data,kyber,512,on,atime,30,sync,223.4219811,4411,4411.861725
randwrite,1024,data,kyber,512,on,atime,30,sync,513.6604236,1935,1935.813555
rw,1024,data,kyber,512,on,atime,30,sync,19.19146589,32355,32355.94059
randrw,1024,data,kyber,512,on,atime,30,sync,837.6213013,859,859.534456
read,1024,data,kyber,512,on,atime,30,libaio,99.82015761,50065,50065.69901
write,1024,data,kyber,512,on,atime,30,libaio,2829.282346,2823,2823.793007
randread,1024,data,kyber,512,on,atime,30,libaio,1698.281479,4699,4699.605593
randwrite,1024,data,kyber,512,on,atime,30,libaio,3584.412273,2229,2229.153557
rw,1024,data,kyber,512,on,atime,30,libaio,315.0382492,10741,10741.00247
randrw,1024,data,kyber,512,on,atime,30,libaio,5189.173009,800,800.075896
read,1024,data,kyber,512,off,noatime,5,sync,8.786488823,55281,55281.3159
write,1024,data,kyber,512,off,noatime,5,sync,393.5682213,2531,2531.520396
randread,1024,data,kyber,512,off,noatime,5,sync,193.0811391,5106,5106.237095
randwrite,1024,data,kyber,512,off,noatime,5,sync,512.7263923,1940,1940.944765
rw,1024,data,kyber,512,off,noatime,5,sync,18.8996819,26386,26386.35446
randrw,1024,data,kyber,512,off,noatime,5,sync,751.5899334,942,942.125292
read,1024,data,kyber,512,off,noatime,5,libaio,79.18260642,41663,41663.06421
write,1024,data,kyber,512,off,noatime,5,libaio,2900.548968,2753,2753.960583
randread,1024,data,kyber,512,off,noatime,5,libaio,1700.802689,4690,4690.18822
randwrite,1024,data,kyber,512,off,noatime,5,libaio,3268.034986,2445,2445.281892
rw,1024,data,kyber,512,off,noatime,5,libaio,187.0004065,17602,17602.74711
randrw,1024,data,kyber,512,off,noatime,5,libaio,4332.806525,960,960.131036
read,1024,data,kyber,512,off,noatime,30,sync,7.003165688,58803,58803.0507
write,1024,data,kyber,512,off,noatime,30,sync,428.5483727,2325,2325.538483
randread,1024,data,kyber,512,off,noatime,30,sync,206.8900533,4577,4577.335429
randwrite,1024,data,kyber,512,off,noatime,30,sync,466.0961967,2133,2133.819555
rw,1024,data,kyber,512,off,noatime,30,sync,21.70422323,16949,16949.94813
randrw,1024,data,kyber,512,off,noatime,30,sync,800.098672,894,894.238531
read,1024,data,kyber,512,off,noatime,30,libaio,71.86493866,34675,34675.13228
write,1024,data,kyber,512,off,noatime,30,libaio,3125.931596,2556,2556.00624
randread,1024,data,kyber,512,off,noatime,30,libaio,1857.325795,4275,4275.713587
randwrite,1024,data,kyber,512,off,noatime,30,libaio,4153.070248,1924,1924.077391
rw,1024,data,kyber,512,off,noatime,30,libaio,362.4014908,11675,11675.41979
randrw,1024,data,kyber,512,off,noatime,30,libaio,4206.774556,985,985.658272
read,1024,data,kyber,512,off,atime,5,sync,7.468762199,66466,66466.53144
write,1024,data,kyber,512,off,atime,5,sync,403.5844473,2467,2467.795078
randread,1024,data,kyber,512,off,atime,5,sync,207.3272745,4765,4765.561373
randwrite,1024,data,kyber,512,off,atime,5,sync,459.1392736,2161,2161.370645
rw,1024,data,kyber,512,off,atime,5,sync,20.05591219,23451,23451.38141
randrw,1024,data,kyber,512,off,atime,5,sync,654.3029699,1091,1091.84611
read,1024,data,kyber,512,off,atime,5,libaio,76.04783425,67983,67983.40249
write,1024,data,kyber,512,off,atime,5,libaio,3027.340396,2638,2638.962712
randread,1024,data,kyber,512,off,atime,5,libaio,1692.302623,4691,4691.867125
randwrite,1024,data,kyber,512,off,atime,5,libaio,3680.724714,2170,2170.102154
rw,1024,data,kyber,512,off,atime,5,libaio,158.5860462,20955,20955.11382
randrw,1024,data,kyber,512,off,atime,5,libaio,4970.272373,839,839.043866
read,1024,data,kyber,512,off,atime,30,sync,9.549141495,30503,30503.14173
write,1024,data,kyber,512,off,atime,30,sync,367.8527517,2707,2707.931327
randread,1024,data,kyber,512,off,atime,30,sync,217.9821316,4507,4507.910304
randwrite,1024,data,kyber,512,off,atime,30,sync,462.781136,2148,2148.122654
rw,1024,data,kyber,512,off,atime,30,sync,57.97889539,11349,11349.01893
randrw,1024,data,kyber,512,off,atime,30,sync,701.8213803,989,989.927905
read,1024,data,kyber,512,off,atime,30,libaio,92.6665922,71702,71702.407
write,1024,data,kyber,512,off,atime,30,libaio,2688.477453,2970,2970.672227
randread,1024,data,kyber,512,off,atime,30,libaio,1451.843641,5494,5494.990148
randwrite,1024,data,kyber,512,off,atime,30,libaio,3620.109012,2206,2206.673625
rw,1024,data,kyber,512,off,atime,30,libaio,149.5210673,22367,22367.8987
randrw,1024,data,kyber,512,off,atime,30,libaio,4786.829175,872,872.82658
read,1024,data,none,128,on,noatime,5,sync,6.347613617,107348,107348.0753
write,1024,data,none,128,on,noatime,5,sync,417.4120126,2387,2387.468124
randread,1024,data,none,128,on,noatime,5,sync,198.6118676,4961,4961.465667
randwrite,1024,data,none,128,on,noatime,5,sync,461.6421938,2154,2154.584607
rw,1024,data,none,128,on,noatime,5,sync,38.59084812,15948,15948.99951
randrw,1024,data,none,128,on,noatime,5,sync,777.7941004,912,912.580285
read,1024,data,none,128,on,noatime,5,libaio,99.36359285,40267,40267.89555
write,1024,data,none,128,on,noatime,5,libaio,2817.788519,2835,2835.33789
randread,1024,data,none,128,on,noatime,5,libaio,1843.991208,4326,4326.665346
randwrite,1024,data,none,128,on,noatime,5,libaio,3722.552891,2146,2146.258392
rw,1024,data,none,128,on,noatime,5,libaio,275.1393358,13590,13590.97526
randrw,1024,data,none,128,on,noatime,5,libaio,3736.978716,1125,1125.269012
read,1024,data,none,128,on,noatime,30,sync,9.526948326,73926,73926.67795
write,1024,data,none,128,on,noatime,30,sync,404.248797,2464,2464.639627
randread,1024,data,none,128,on,noatime,30,sync,238.5211051,4119,4119.429254
randwrite,1024,data,none,128,on,noatime,30,sync,443.3063097,2242,2242.041703
rw,1024,data,none,128,on,noatime,30,sync,34.05657961,16413,16413.61125
randrw,1024,data,none,128,on,noatime,30,sync,701.3979221,1020,1020.771838
read,1024,data,none,128,on,noatime,30,libaio,83.45432519,91212,91212.24774
write,1024,data,none,128,on,noatime,30,libaio,2654.789257,3008,3008.101347
randread,1024,data,none,128,on,noatime,30,libaio,1711.739735,4633,4633.647965
randwrite,1024,data,none,128,on,noatime,30,libaio,3823.036895,2089,2089.762599
rw,1024,data,none,128,on,noatime,30,libaio,219.7581355,14007,14007.50107
randrw,1024,data,none,128,on,noatime,30,libaio,5012.336391,830,830.609496
read,1024,data,none,128,on,atime,5,sync,7.520254654,34348,34348.00839
write,1024,data,none,128,on,atime,5,sync,428.5133589,2324,2324.466198
randread,1024,data,none,128,on,atime,5,sync,244.5400186,4034,4034.598455
randwrite,1024,data,none,128,on,atime,5,sync,452.9575084,2195,2195.62122
rw,1024,data,none,128,on,atime,5,sync,12.48322588,31467,31467.98267
randrw,1024,data,none,128,on,atime,5,sync,660.0797551,1069,1069.898018
read,1024,data,none,128,on,atime,5,libaio,84.13383003,83273,83273.18933
write,1024,data,none,128,on,atime,5,libaio,2886.372852,2767,2767.509132
randread,1024,data,none,128,on,atime,5,libaio,1748.457112,4560,4560.136381
randwrite,1024,data,none,128,on,atime,5,libaio,3282.513785,2433,2433.975228
rw,1024,data,none,128,on,atime,5,libaio,202.8673216,16479,16479.82854
randrw,1024,data,none,128,on,atime,5,libaio,3800.605099,1104,1104.690273
read,1024,data,none,128,on,atime,30,sync,8.315427711,64440,64440.51131
write,1024,data,none,128,on,atime,30,sync,413.7846438,2409,2409.057492
randread,1024,data,none,128,on,atime,30,sync,206.0744298,4793,4793.797089
randwrite,1024,data,none,128,on,atime,30,sync,548.0305942,1811,1811.537717
rw,1024,data,none,128,on,atime,30,sync,15.86298954,23251,23251.15617
randrw,1024,data,none,128,on,atime,30,sync,803.0635789,879,879.202034
read,1024,data,none,128,on,atime,30,libaio,98.01317575,29627,29627.48644
write,1024,data,none,128,on,atime,30,libaio,2847.765909,2805,2805.299317
randread,1024,data,none,128,on,atime,30,libaio,1690.061963,4708,4708.045977
randwrite,1024,data,none,128,on,atime,30,libaio,3642.714874,2193,2193.636927
rw,1024,data,none,128,on,atime,30,libaio,206.8519118,14329,14329.9715
randrw,1024,data,none,128,on,atime,30,libaio,5062.312685,821,821.041392
read,1024,data,none,128,off,noatime,5,sync,10.63331171,45212,45212.83201
write,1024,data,none,128,off,noatime,5,sync,393.304647,2532,2532.939108
randread,1024,data,none,128,off,noatime,5,sync,240.4943181,4061,4061.351594
randwrite,1024,data,none,128,off,noatime,5,sync,495.3686295,2008,2008.427698
rw,1024,data,none,128,off,noatime,5,sync,12.5895411,36718,36718.53933
randrw,1024,data,none,128,off,noatime,5,sync,908.1423206,796,796.487893
read,1024,data,none,128,off,noatime,5,libaio,81.85720002,56302,56302.4055
write,1024,data,none,128,off,noatime,5,libaio,2930.23015,2726,2726.179829
randread,1024,data,none,128,off,noatime,5,libaio,1805.5399,4417,4417.512049
randwrite,1024,data,none,128,off,noatime,5,libaio,3503.216409,2280,2280.623608
rw,1024,data,none,128,off,noatime,5,libaio,195.6581099,20431,20431.07221
randrw,1024,data,none,128,off,noatime,5,libaio,4431.834603,946,946.545981
read,1024,data,none,128,off,noatime,30,sync,7.388909401,61826,61826.41509
write,1024,data,none,128,off,noatime,30,sync,450.6653676,2210,2210.432231
randread,1024,data,none,128,off,noatime,30,sync,203.4467394,4842,4842.14415
randwrite,1024,data,none,128,off,noatime,30,sync,547.0730525,1815,1815.326233
rw,1024,data,none,128,off,noatime,30,sync,19.03916853,16339,16339.75
randrw,1024,data,none,128,off,noatime,30,sync,796.4988106,895,895.549588
read,1024,data,none,128,off,noatime,30,libaio,90.74573427,44028,44028.21633
write,1024,data,none,128,off,noatime,30,libaio,2439.851512,3272,3272.709114
randread,1024,data,none,128,off,noatime,30,libaio,1906.754803,4151,4151.789674
randwrite,1024,data,none,128,off,noatime,30,libaio,3513.724605,2273,2273.029967
rw,1024,data,none,128,off,noatime,30,libaio,451.5760157,9443,9443.577518
randrw,1024,data,none,128,off,noatime,30,libaio,3888.65434,1086,1086.455667
read,1024,data,none,128,off,atime,5,sync,8.608454727,62864,62864.26859
write,1024,data,none,128,off,atime,5,sync,396.1935559,2514,2514.28133
randread,1024,data,none,128,off,atime,5,sync,198.277117,4938,4938.472552
randwrite,1024,data,none,128,off,atime,5,sync,447.2522328,2223,2223.519034
rw,1024,data,none,128,off,atime,5,sync,22.44037554,19914,19914.38148
randrw,1024,data,none,128,off,atime,5,sync,756.4923554,932,932.87374
read,1024,data,none,128,off,atime,5,libaio,89.94748739,60042,60042.14384
write,1024,data,none,128,off,atime,5,libaio,3146.216739,2539,2539.367638
randread,1024,data,none,128,off,atime,5,libaio,1747.615582,4563,4563.947213
randwrite,1024,data,none,128,off,atime,5,libaio,3458.853859,2309,2309.679466
rw,1024,data,none,128,off,atime,5,libaio,163.2850242,19680,19680.51792
randrw,1024,data,none,128,off,atime,5,libaio,3886.473372,1085,1085.427219
read,1024,data,none,128,off,atime,30,sync,5.634610039,77833,77833.72922
write,1024,data,none,128,off,atime,30,sync,434.0574146,2295,2295.722843
randread,1024,data,none,128,off,atime,30,sync,209.1463036,4725,4725.358714
randwrite,1024,data,none,128,off,atime,30,sync,445.3543932,2232,2232.684904
rw,1024,data,none,128,off,atime,30,sync,18.11432669,23119,23119.56137
randrw,1024,data,none,128,off,atime,30,sync,723.0347806,974,974.838171
read,1024,data,none,128,off,atime,30,libaio,82.21747455,31813,31813.59223
write,1024,data,none,128,off,atime,30,libaio,3033.369138,2633,2633.766025
randread,1024,data,none,128,off,atime,30,libaio,1842.172135,4310,4310.869923
randwrite,1024,data,none,128,off,atime,30,libaio,3544.095694,2254,2254.420365
rw,1024,data,none,128,off,atime,30,libaio,152.0166988,21303,21303.45502
randrw,1024,data,none,128,off,atime,30,libaio,3589.982342,1168,1168.209766
read,1024,data,none,256,on,noatime,5,sync,9.913394325,48852,48852.77674
write,1024,data,none,256,on,noatime,5,sync,489.8474126,2033,2033.03811
randread,1024,data,none,256,on,noatime,5,sync,222.8811037,4402,4402.377993
randwrite,1024,data,none,256,on,noatime,5,sync,446.8112835,2222,2222.614122
rw,1024,data,none,256,on,noatime,5,sync,19.39513958,29817,29817.06204
randrw,1024,data,none,256,on,noatime,5,sync,755.0539688,954,954.341033
read,1024,data,none,256,on,noatime,5,libaio,79.12779965,52745,52745.27163
write,1024,data,none,256,on,noatime,5,libaio,3004.151462,2659,2659.686289
randread,1024,data,none,256,on,noatime,5,libaio,1561.607139,5072,5072.053247
randwrite,1024,data,none,256,on,noatime,5,libaio,3668.058117,2178,2178.288905
rw,1024,data,none,256,on,noatime,5,libaio,148.479917,26482,26482.57699
randrw,1024,data,none,256,on,noatime,5,libaio,4502.536392,922,922.185851
read,1024,data,none,256,on,noatime,30,sync,8.372458687,41636,41636.59466
write,1024,data,none,256,on,noatime,30,sync,307.6736541,3236,3236.905144
randread,1024,data,none,256,on,noatime,30,sync,227.4694645,4310,4310.586378
randwrite,1024,data,none,256,on,noatime,30,sync,483.876045,2053,2053.647531
rw,1024,data,none,256,on,noatime,30,sync,15.93732805,27659,27659.33136
randrw,1024,data,none,256,on,noatime,30,sync,709.0568244,1011,1011.248298
read,1024,data,none,256,on,noatime,30,libaio,74.04517111,36817,36817.97753
write,1024,data,none,256,on,noatime,30,libaio,3114.321348,2565,2565.662497
randread,1024,data,none,256,on,noatime,30,libaio,1781.295392,4457,4457.473219
randwrite,1024,data,none,256,on,noatime,30,libaio,4065.849447,1965,1965.539477
rw,1024,data,none,256,on,noatime,30,libaio,176.0820942,19551,19551.00209
randrw,1024,data,none,256,on,noatime,30,libaio,4605.234781,911,911.422236
read,1024,data,none,256,on,atime,5,sync,8.979739967,32710,32710.75618
write,1024,data,none,256,on,atime,5,sync,439.4686875,2267,2267.799367
randread,1024,data,none,256,on,atime,5,sync,155.5250845,6334,6334.734909
randwrite,1024,data,none,256,on,atime,5,sync,492.6198692,2018,2018.417568
rw,1024,data,none,256,on,atime,5,sync,20.52034102,24189,24189.11917
randrw,1024,data,none,256,on,atime,5,sync,756.4156498,942,942.560065
read,1024,data,none,256,on,atime,5,libaio,99.72650285,32841,32841.89426
write,1024,data,none,256,on,atime,5,libaio,2975.221344,2685,2685.681502
randread,1024,data,none,256,on,atime,5,libaio,2014.451127,3950,3950.450586
randwrite,1024,data,none,256,on,atime,5,libaio,3550.564292,2250,2250.16309
rw,1024,data,none,256,on,atime,5,libaio,172.9283637,14104,14104.22961
randrw,1024,data,none,256,on,atime,5,libaio,3843.812436,1089,1089.734398
read,1024,data,none,256,on,atime,30,sync,7.872802803,107172,107172.5266
write,1024,data,none,256,on,atime,30,sync,372.975722,2670,2670.25221
randread,1024,data,none,256,on,atime,30,sync,211.4810039,4634,4634.303292
randwrite,1024,data,none,256,on,atime,30,sync,533.1010464,1857,1857.254191
rw,1024,data,none,256,on,atime,30,sync,12.48466045,30442,30442.01211
randrw,1024,data,none,256,on,atime,30,sync,813.5690331,870,870.223418
read,1024,data,none,256,on,atime,30,libaio,98.81774246,32395,32395.4523
write,1024,data,none,256,on,atime,30,libaio,2930.359696,2726,2726.746968
randread,1024,data,none,256,on,atime,30,libaio,1805.581624,4393,4393.818511
randwrite,1024,data,none,256,on,atime,30,libaio,3448.440286,2317,2317.110683
rw,1024,data,none,256,on,atime,30,libaio,252.4928521,12750,12750.48771
randrw,1024,data,none,256,on,atime,30,libaio,3915.821134,1077,1077.357993
read,1024,data,none,256,off,noatime,5,sync,8.930123184,100824,100824.6154
write,1024,data,none,256,off,noatime,5,sync,385.4643561,2583,2583.819587
randread,1024,data,none,256,off,noatime,5,sync,232.6436988,4247,4247.44807
randwrite,1024,data,none,256,off,noatime,5,sync,525.6285228,1891,1891.288977
rw,1024,data,none,256,off,noatime,5,sync,20.75511402,28269,28269.46367
randrw,1024,data,none,256,off,noatime,5,sync,959.108482,760,760.368556
read,1024,data,none,256,off,noatime,5,libaio,112.5336008,31289,31289.56792
write,1024,data,none,256,off,noatime,5,libaio,3040.323485,2628,2628.010025
randread,1024,data,none,256,off,noatime,5,libaio,1765.805966,4514,4514.586849
randwrite,1024,data,none,256,off,noatime,5,libaio,3663.120008,2180,2180.862215
rw,1024,data,none,256,off,noatime,5,libaio,176.9615653,19082,19082.91971
randrw,1024,data,none,256,off,noatime,5,libaio,5130.750882,815,815.173738
read,1024,data,none,256,off,noatime,30,sync,7.736682274,54454,54454.50769
write,1024,data,none,256,off,noatime,30,sync,405.0187484,2460,2460.198585
randread,1024,data,none,256,off,noatime,30,sync,225.9104914,4341,4341.857692
randwrite,1024,data,none,256,off,noatime,30,sync,451.8473863,2202,2202.076543
rw,1024,data,none,256,off,noatime,30,sync,15.89561231,25946,25946.4073
randrw,1024,data,none,256,off,noatime,30,sync,660.5187247,1068,1068.498749
read,1024,data,none,256,off,noatime,30,libaio,89.99756551,49201,49201.2012
write,1024,data,none,256,off,noatime,30,libaio,3145.535363,2539,2539.466036
randread,1024,data,none,256,off,noatime,30,libaio,1761.156348,4528,4528.781701
randwrite,1024,data,none,256,off,noatime,30,libaio,3755.188217,2128,2128.03403
rw,1024,data,none,256,off,noatime,30,libaio,159.0357575,20036,20036.48069
randrw,1024,data,none,256,off,noatime,30,libaio,5400.691537,766,766.980379
read,1024,data,none,256,off,atime,5,sync,7.762260361,32419,32419.49048
write,1024,data,none,256,off,atime,5,sync,434.7421683,2291,2291.148091
randread,1024,data,none,256,off,atime,5,sync,211.3878478,4666,4666.476787
randwrite,1024,data,none,256,off,atime,5,sync,481.2913567,2066,2066.631979
rw,1024,data,none,256,off,atime,5,sync,64.56342407,10172,10172.607
randrw,1024,data,none,256,off,atime,5,sync,958.582053,747,747.019762
read,1024,data,none,256,off,atime,5,libaio,98.22494783,37893,37893.03267
write,1024,data,none,256,off,atime,5,libaio,2527.340896,3161,3161.027372
randread,1024,data,none,256,off,atime,5,libaio,1795.287537,4444,4444.323884
randwrite,1024,data,none,256,off,atime,5,libaio,3889.967098,2053,2053.679708
rw,1024,data,none,256,off,atime,5,libaio,156.7490765,24260,24260.95026
randrw,1024,data,none,256,off,atime,5,libaio,5022.351921,823,823.016093
read,1024,data,none,256,off,atime,30,sync,9.113000984,29441,29441.15005
write,1024,data,none,256,off,atime,30,sync,409.0979778,2434,2434.653392
randread,1024,data,none,256,off,atime,30,sync,223.112749,4388,4388.52245
randwrite,1024,data,none,256,off,atime,30,sync,491.7207442,2022,2022.310339
rw,1024,data,none,256,off,atime,30,sync,20.45389908,26354,26354.43548
randrw,1024,data,none,256,off,atime,30,sync,799.3409446,878,878.091707
read,1024,data,none,256,off,atime,30,libaio,114.9025602,44491,44491.51392
write,1024,data,none,256,off,atime,30,libaio,3676.663873,2173,2173.12443
randread,1024,data,none,256,off,atime,30,libaio,1830.530797,4359,4359.040873
randwrite,1024,data,none,256,off,atime,30,libaio,3548.098342,2251,2251.438583
rw,1024,data,none,256,off,atime,30,libaio,197.8731975,17560,17560.1827
randrw,1024,data,none,256,off,atime,30,libaio,4000.520971,1046,1046.011779
read,1024,data,none,512,on,noatime,5,sync,9.274560806,97961,97961.13602
write,1024,data,none,512,on,noatime,5,sync,416.0397738,2395,2395.71567
randread,1024,data,none,512,on,noatime,5,sync,218.2585759,4524,4524.560737
randwrite,1024,data,none,512,on,noatime,5,sync,462.5452349,2150,2150.731011
rw,1024,data,none,512,on,noatime,5,sync,21.20759479,14482,14482.38422
randrw,1024,data,none,512,on,noatime,5,sync,784.9955198,919,919.655546
read,1024,data,none,512,on,noatime,5,libaio,100.3354456,52787,52787.75675
write,1024,data,none,512,on,noatime,5,libaio,2741.100449,2913,2913.488041
randread,1024,data,none,512,on,noatime,5,libaio,1763.917742,4518,4518.633433
randwrite,1024,data,none,512,on,noatime,5,libaio,3702.019409,2158,2158.238791
rw,1024,data,none,512,on,noatime,5,libaio,275.1242392,11600,11600.81647
randrw,1024,data,none,512,on,noatime,5,libaio,5457.075389,762,762.61318
read,1024,data,none,512,on,noatime,30,sync,8.761596123,27745,27745.97799
write,1024,data,none,512,on,noatime,30,sync,454.7975072,2190,2190.777048
randread,1024,data,none,512,on,noatime,30,sync,229.4818219,4300,4300.82688
randwrite,1024,data,none,512,on,noatime,30,sync,466.2159654,2133,2133.680612
rw,1024,data,none,512,on,noatime,30,sync,14.47708724,35271,35271.99137
randrw,1024,data,none,512,on,noatime,30,sync,706.5813705,1011,1011.843205
read,1024,data,none,512,on,noatime,30,libaio,97.20823125,35890,35890.47098
write,1024,data,none,512,on,noatime,30,libaio,3092.408797,2583,2583.666792
randread,1024,data,none,512,on,noatime,30,libaio,1946.234482,4070,4070.811852
randwrite,1024,data,none,512,on,noatime,30,libaio,3691.146236,2163,2163.86839
rw,1024,data,none,512,on,noatime,30,libaio,173.3590434,18732,18732.87475
randrw,1024,data,none,512,on,noatime,30,libaio,4022.329631,1046,1046.279695
read,1024,data,none,512,on,atime,5,sync,9.825593521,87033,87033.20053
write,1024,data,none,512,on,atime,5,sync,442.5305995,2251,2251.709328
randread,1024,data,none,512,on,atime,5,sync,228.8120934,4304,4304.923309
randwrite,1024,data,none,512,on,atime,5,sync,464.0703578,2142,2142.504536
rw,1024,data,none,512,on,atime,5,sync,19.62275024,18961,18961.12562
randrw,1024,data,none,512,on,atime,5,sync,692.4727323,1015,1015.316981
read,1024,data,none,512,on,atime,5,libaio,90.98325703,85111,85111.68831
write,1024,data,none,512,on,atime,5,libaio,3326.745849,2401,2401.949825
randread,1024,data,none,512,on,atime,5,libaio,1835.2341,4347,4347.906853
randwrite,1024,data,none,512,on,atime,5,libaio,3693.729156,2163,2163.01137
rw,1024,data,none,512,on,atime,5,libaio,194.479932,17650,17650.28355
randrw,1024,data,none,512,on,atime,5,libaio,4045.406896,1032,1032.723423
read,1024,data,none,512,on,atime,30,sync,8.273808586,48925,48925.71855
write,1024,data,none,512,on,atime,30,sync,468.3295221,2128,2128.725253
randread,1024,data,none,512,on,atime,30,sync,226.1920334,4335,4335.538502
randwrite,1024,data,none,512,on,atime,30,sync,419.4377411,2366,2366.860486
rw,1024,data,none,512,on,atime,30,sync,26.49684438,17456,17456.99786
randrw,1024,data,none,512,on,atime,30,sync,696.152418,1002,1002.684708
read,1024,data,none,512,on,atime,30,libaio,83.89490158,91851,91851.43658
write,1024,data,none,512,on,atime,30,libaio,2881.142257,2773,2773.30625
randread,1024,data,none,512,on,atime,30,libaio,1941.95259,4088,4088.716973
randwrite,1024,data,none,512,on,atime,30,libaio,3573.132821,2235,2235.960423
rw,1024,data,none,512,on,atime,30,libaio,187.6820396,17731,17731.68747
randrw,1024,data,none,512,on,atime,30,libaio,3995.321016,1053,1053.871457
read,1024,data,none,512,off,noatime,5,sync,7.426302422,85780,85780.10471
write,1024,data,none,512,off,noatime,5,sync,443.5052538,2246,2246.961411
randread,1024,data,none,512,off,noatime,5,sync,207.4243715,4753,4753.291024
randwrite,1024,data,none,512,off,noatime,5,sync,506.2723059,1965,1965.156377
rw,1024,data,none,512,off,noatime,5,sync,19.85730951,30174,30174.97692
randrw,1024,data,none,512,off,noatime,5,sync,797.9889055,895,895.402362
read,1024,data,none,512,off,noatime,5,libaio,108.1257675,47871,47871.43901
write,1024,data,none,512,off,noatime,5,libaio,3325.904253,2401,2401.861795
randread,1024,data,none,512,off,noatime,5,libaio,1962.75736,4022,4022.958166
randwrite,1024,data,none,512,off,noatime,5,libaio,3519.929641,2269,2269.645022
rw,1024,data,none,512,off,noatime,5,libaio,176.7100306,14621,14621.70022
randrw,1024,data,none,512,off,noatime,5,libaio,4038.154066,1045,1045.911346
read,1024,data,none,512,off,noatime,30,sync,9.381117676,77833,77833.72922
write,1024,data,none,512,off,noatime,30,sync,484.8748394,2054,2054.999843
randread,1024,data,none,512,off,noatime,30,sync,199.8793813,4884,4884.913536
randwrite,1024,data,none,512,off,noatime,30,sync,455.314383,2184,2184.314902
rw,1024,data,none,512,off,noatime,30,sync,85.4948018,7997,7997.919726
randrw,1024,data,none,512,off,noatime,30,sync,807.7624152,888,888.923646
read,1024,data,none,512,off,noatime,30,libaio,76.64106545,42404,42404.39987
write,1024,data,none,512,off,noatime,30,libaio,2852.409185,2800,2800.863303
randread,1024,data,none,512,off,noatime,30,libaio,1804.543636,4422,4422.878353
randwrite,1024,data,none,512,off,noatime,30,libaio,3911.264929,2041,2041.588137
rw,1024,data,none,512,off,noatime,30,libaio,231.4476156,14800,14800.49819
randrw,1024,data,none,512,off,noatime,30,libaio,4476.168704,935,935.624714
read,1024,data,none,512,off,atime,5,sync,7.467997887,57945,57945.18126
write,1024,data,none,512,off,atime,5,sync,408.6921692,2437,2437.959191
randread,1024,data,none,512,off,atime,5,sync,199.8540015,4912,4912.927771
randwrite,1024,data,none,512,off,atime,5,sync,455.4169791,2182,2182.024006
rw,1024,data,none,512,off,atime,5,sync,56.2130032,10835,10835.37798
randrw,1024,data,none,512,off,atime,5,sync,816.538423,871,871.151334
read,1024,data,none,512,off,atime,5,libaio,87.83217397,52660,52660.50623
write,1024,data,none,512,off,atime,5,libaio,2949.364817,2708,2708.658814
randread,1024,data,none,512,off,atime,5,libaio,1916.154309,4139,4139.856606
randwrite,1024,data,none,512,off,atime,5,libaio,3509.533351,2275,2275.792617
rw,1024,data,none,512,off,atime,5,libaio,179.0047878,18515,18515.29745
randrw,1024,data,none,512,off,atime,5,libaio,4513.476495,929,929.649385
read,1024,data,none,512,off,atime,30,sync,7.786382538,59362,59362.31884
write,1024,data,none,512,off,atime,30,sync,381.901615,2608,2608.034702
randread,1024,data,none,512,off,atime,30,sync,198.7650141,4920,4920.489526
randwrite,1024,data,none,512,off,atime,30,sync,510.5429062,1931,1931.506042
rw,1024,data,none,512,off,atime,30,sync,22.60192598,24775,24775.96664
randrw,1024,data,none,512,off,atime,30,sync,773.8646432,915,915.404978
read,1024,data,none,512,off,atime,30,libaio,107.9366244,32998,32998.99295
write,1024,data,none,512,off,atime,30,libaio,3304.958946,2417,2417.187644
randread,1024,data,none,512,off,atime,30,libaio,1905.103193,4172,4172.938555
randwrite,1024,data,none,512,off,atime,30,libaio,3592.146469,2224,2224.311436
rw,1024,data,none,512,off,atime,30,libaio,278.0428101,14703,14703.93701
randrw,1024,data,none,512,off,atime,30,libaio,4267.619002,975,975.580267
read,1024,ordered,bfq,128,on,noatime,5,sync,8.081423454,64408,64408.84521
write,1024,ordered,bfq,128,on,noatime,5,sync,421.7464576,2362,2362.210968
randread,1024,ordered,bfq,128,on,noatime,5,sync,202.6002047,4866,4866.233525
randwrite,1024,ordered,bfq,128,on,noatime,5,sync,419.5150231,2368,2368.186171
rw,1024,ordered,bfq,128,on,noatime,5,sync,22.8579496,20941,20941.68536
randrw,1024,ordered,bfq,128,on,noatime,5,sync,671.7771186,1053,1053.344937
read,1024,ordered,bfq,128,on,noatime,5,libaio,81.93796272,59959,59959.74382
write,1024,ordered,bfq,128,on,noatime,5,libaio,2774.93187,2878,2878.425861
randread,1024,ordered,bfq,128,on,noatime,5,libaio,1919.005099,4141,4141.949755
randwrite,1024,ordered,bfq,128,on,noatime,5,libaio,4191.740301,1906,1906.030509
rw,1024,ordered,bfq,128,on,noatime,5,libaio,164.0214026,22268,22268.82453
randrw,1024,ordered,bfq,128,on,noatime,5,libaio,4549.926788,929,929.384998
read,1024,ordered,bfq,128,on,noatime,30,sync,7.157513519,55398,55398.14032
